tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,genre1,genre2,genre3,url,averageRating,numVotes
tt1392214,movie,Prisoners,Prisoners,0,2013,,153,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt1392214,8.1,596347
tt1396218,movie,Mr. Popper's Penguins,Mr. Popper's Penguins,0,2011,,94,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,https://www.imdb.com/title/tt1396218,6.0,87842
tt1396484,movie,It,It,0,2017,,135,Horror,Horror,,,https://www.imdb.com/title/tt1396484,7.3,456736
tt1397280,movie,Taken 2,Taken 2,0,2012,,92,"Action,Thriller",Action,Thriller,,https://www.imdb.com/title/tt1397280,6.3,288641
tt1397514,movie,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,0,2012,,94,"Action,Adventure,Family",Action,Adventure,Family,https://www.imdb.com/title/tt1397514,5.8,92973
tt1398426,movie,Straight Outta Compton,Straight Outta Compton,0,2015,,147,"Biography,Drama,History",Biography,Drama,History,https://www.imdb.com/title/tt1398426,7.8,178477
tt1399103,movie,Transformers: Dark of the Moon,Transformers: Dark of the Moon,0,2011,,154,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt1399103,6.2,383473
tt1399683,movie,Winter's Bone,Winter's Bone,0,2010,,100,"Drama,Mystery",Drama,Mystery,,https://www.imdb.com/title/tt1399683,7.1,135475
tt1401143,movie,Rare Exports,Rare Exports,0,2010,,84,"Adventure,Fantasy,Horror",Adventure,Fantasy,Horror,https://www.imdb.com/title/tt1401143,6.7,26772
tt1401152,movie,Unknown,Unknown,0,2011,,113,"Action,Thriller",Action,Thriller,,https://www.imdb.com/title/tt1401152,6.8,247398
tt1402488,movie,Happy Feet Two,Happy Feet Two,0,2011,,117,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt1402488,5.9,41544
tt1403177,movie,Hesher,Hesher,0,2010,,106,"Comedy,Crime,Drama",Comedy,Crime,Drama,https://www.imdb.com/title/tt1403177,7.0,50594
tt1403865,movie,True Grit,True Grit,0,2010,,110,"Drama,Western",Drama,Western,,https://www.imdb.com/title/tt1403865,7.6,310337
tt1403981,movie,Remember Me,Remember Me,0,2010,,113,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt1403981,7.1,137867
tt1405365,movie,Celeste & Jesse Forever,Celeste & Jesse Forever,0,2012,,92,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt1405365,6.6,29240
tt1405406,tvSeries,The Vampire Diaries,The Vampire Diaries,0,2009,2017,43,"Drama,Fantasy,Horror",Drama,Fantasy,Horror,https://www.imdb.com/title/tt1405406,7.7,280356
tt1408101,movie,Star Trek Into Darkness,Star Trek Into Darkness,0,2013,,132,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt1408101,7.7,462139
tt1408253,movie,Ride Along,Ride Along,0,2014,,99,"Action,Comedy,Crime",Action,Comedy,Crime,https://www.imdb.com/title/tt1408253,6.2,102851
tt1409024,movie,Men in Black 3,Men in Black 3,0,2012,,106,"Action,Adventure,Comedy",Action,Adventure,Comedy,https://www.imdb.com/title/tt1409024,6.8,334167
tt1410063,movie,The Flowers of War,Jin ling shi san chai,0,2011,,146,"Drama,History,Romance",Drama,History,Romance,https://www.imdb.com/title/tt1410063,7.6,49454
tt1411238,movie,No Strings Attached,No Strings Attached,0,2011,,108,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt1411238,6.2,212929
tt1411250,movie,Riddick,Riddick,0,2013,,119,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt1411250,6.4,153838
tt1411697,movie,The Hangover Part II,The Hangover Part II,0,2011,,102,Comedy,Comedy,,,https://www.imdb.com/title/tt1411697,6.5,462281
tt1411704,movie,Hop,Hop,0,2011,,95,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt1411704,5.4,31173
tt1412386,movie,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,0,2011,,124,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt1412386,7.2,89947
tt1412528,movie,Table 19,Table 19,0,2017,,87,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt1412528,5.8,26085
tt1413492,movie,12 Strong,12 Strong,0,2018,,130,"Action,Drama,History",Action,Drama,History,https://www.imdb.com/title/tt1413492,6.6,67260
tt1413495,movie,Paranoia,Paranoia,0,2013,,106,"Drama,Thriller",Drama,Thriller,,https://www.imdb.com/title/tt1413495,5.7,34997
tt1414382,movie,You Again,You Again,0,2010,,105,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt1414382,5.8,49206
tt1415283,movie,Nanny McPhee Returns,Nanny McPhee and the Big Bang,0,2010,,109,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,https://www.imdb.com/title/tt1415283,6.1,28337
tt1416765,tvSeries,Parenthood,Parenthood,0,2010,2015,60,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt1416765,8.2,30507
tt1416801,movie,Kill the Irishman,Kill the Irishman,0,2011,,106,"Biography,Crime,Drama",Biography,Crime,Drama,https://www.imdb.com/title/tt1416801,7.1,45655
tt1418377,movie,"I, Frankenstein","I, Frankenstein",0,2014,,92,"Action,Fantasy,Sci-Fi",Action,Fantasy,Sci-Fi,https://www.imdb.com/title/tt1418377,5.1,78154
tt1421051,movie,Somewhere,Somewhere,0,2010,,97,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt1421051,6.3,42788
tt1422136,movie,A Lonely Place to Die,A Lonely Place to Die,0,2011,,99,"Crime,Thriller",Crime,Thriller,,https://www.imdb.com/title/tt1422136,6.2,27438
tt1423995,movie,Stone,Stone,0,2010,,105,"Drama,Thriller",Drama,Thriller,,https://www.imdb.com/title/tt1423995,5.4,40264
tt1424381,movie,Predators,Predators,0,2010,,107,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt1424381,6.4,211083
tt1424432,movie,Senna,Senna,0,2010,,106,"Biography,Documentary,Sport",Biography,Documentary,Sport,https://www.imdb.com/title/tt1424432,8.5,63917
tt1424797,movie,I Killed My Mother,J'ai tué ma mère,0,2009,,96,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt1424797,7.5,27626
tt1426329,movie,Lovelace,Lovelace,0,2013,,93,"Biography,Drama",Biography,Drama,,https://www.imdb.com/title/tt1426329,6.2,38533
tt1428538,movie,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,0,2013,,88,"Action,Fantasy,Horror",Action,Fantasy,Horror,https://www.imdb.com/title/tt1428538,6.1,194260
tt1429449,tvSeries,Lost Girl,Lost Girl,0,2010,2016,44,"Drama,Fantasy,Mystery",Drama,Fantasy,Mystery,https://www.imdb.com/title/tt1429449,7.7,28528
tt1430132,movie,The Wolverine,The Wolverine,0,2013,,126,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt1430132,6.7,428104
tt1430607,movie,Arthur Christmas,Arthur Christmas,0,2011,,97,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt1430607,7.1,52454
tt1430612,movie,Brick Mansions,Brick Mansions,0,2014,,90,"Action,Crime,Thriller",Action,Crime,Thriller,https://www.imdb.com/title/tt1430612,5.7,39855
tt1430626,movie,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,0,2012,,88,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt1430626,6.7,44895
tt1431045,movie,Deadpool,Deadpool,0,2016,,108,"Action,Adventure,Comedy",Action,Adventure,Comedy,https://www.imdb.com/title/tt1431045,8.0,898202
tt1431181,movie,Another Year,Another Year,0,2010,,129,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt1431181,7.3,27783
tt1433108,movie,Faster,Faster,0,2010,,98,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt1433108,6.4,100414
tt1433811,movie,Disconnect,Disconnect,0,2012,,115,"Drama,Thriller",Drama,Thriller,,https://www.imdb.com/title/tt1433811,7.5,72875
tt1435513,movie,Hysteria,Hysteria,0,2011,,100,"Biography,Comedy,Romance",Biography,Comedy,Romance,https://www.imdb.com/title/tt1435513,6.7,30440
tt1436045,movie,13 Assassins,Jûsan-nin no shikaku,0,2010,,141,"Action,Adventure,Drama",Action,Adventure,Drama,https://www.imdb.com/title/tt1436045,7.6,61720
tt1436562,movie,Rio,Rio,0,2011,,96,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt1436562,6.9,205550
tt1437358,movie,Mientras duermes,Mientras duermes,0,2011,,102,"Drama,Thriller",Drama,Thriller,,https://www.imdb.com/title/tt1437358,7.2,38848
tt1438176,movie,Fright Night,Fright Night,0,2011,,106,"Comedy,Horror",Comedy,Horror,,https://www.imdb.com/title/tt1438176,6.3,99371
tt1438254,movie,Charlie St. Cloud,Charlie St. Cloud,0,2010,,100,"Drama,Fantasy,Romance",Drama,Fantasy,Romance,https://www.imdb.com/title/tt1438254,6.4,58509
tt1439572,movie,Perfect Sense,Perfect Sense,0,2011,,92,"Drama,Romance,Sci-Fi",Drama,Romance,Sci-Fi,https://www.imdb.com/title/tt1439572,7.1,56011
tt1439629,tvSeries,Community,Community,0,2009,2015,22,Comedy,Comedy,,,https://www.imdb.com/title/tt1439629,8.5,215293
tt1440129,movie,Battleship,Battleship,0,2012,,131,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt1440129,5.8,235748
tt1440161,movie,A Little Bit of Heaven,A Little Bit of Heaven,0,2011,,107,"Comedy,Drama,Fantasy",Comedy,Drama,Fantasy,https://www.imdb.com/title/tt1440161,6.3,27688
tt1440292,movie,Submarine,Submarine,0,2010,,97,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt1440292,7.3,85223
tt1440345,movie,This Must Be the Place,This Must Be the Place,0,2011,,118,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt1440345,6.7,32545
tt1440728,movie,The American,The American,0,2010,,105,"Crime,Drama,Thriller",Crime,Drama,Thriller,https://www.imdb.com/title/tt1440728,6.3,91508
tt1441109,tvSeries,Cougar Town,Cougar Town,0,2009,2015,22,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt1441109,7.0,40422
tt1441135,tvSeries,Flashforward,Flashforward,0,2009,2010,42,"Drama,Mystery,Sci-Fi",Drama,Mystery,Sci-Fi,https://www.imdb.com/title/tt1441135,7.6,58865
tt1441326,movie,Martha Marcy May Marlene,Martha Marcy May Marlene,0,2011,,102,"Drama,Mystery,Thriller",Drama,Mystery,Thriller,https://www.imdb.com/title/tt1441326,6.9,48689
tt1441395,movie,Under the Skin,Under the Skin,0,2013,,108,"Drama,Horror,Sci-Fi",Drama,Horror,Sci-Fi,https://www.imdb.com/title/tt1441395,6.3,129100
tt1441912,movie,The Way,The Way,0,2010,,123,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt1441912,7.4,30439
tt1441952,movie,Salmon Fishing in the Yemen,Salmon Fishing in the Yemen,0,2011,,107,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt1441952,6.8,61809
tt1441953,movie,Testament of Youth,Testament of Youth,0,2014,,129,"Biography,Drama,History",Biography,Drama,History,https://www.imdb.com/title/tt1441953,7.3,26528
tt1442437,tvSeries,Modern Family,Modern Family,0,2009,2020,22,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt1442437,8.4,350484
tt1442449,tvSeries,Spartacus,Spartacus: Blood and Sand,0,2010,2013,55,"Action,Adventure,Biography",Action,Adventure,Biography,https://www.imdb.com/title/tt1442449,8.5,221757
tt1442462,tvSeries,The Good Wife,The Good Wife,0,2009,2016,43,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt1442462,8.3,67873
tt1442464,tvSeries,The Middle,The Middle,0,2009,2018,22,Comedy,Comedy,,,https://www.imdb.com/title/tt1442464,7.5,44684
tt1446192,movie,Rise of the Guardians,Rise of the Guardians,0,2012,,97,"Action,Adventure,Animation",Action,Adventure,Animation,https://www.imdb.com/title/tt1446192,7.3,156523
tt1446714,movie,Prometheus,Prometheus,0,2012,,124,"Adventure,Mystery,Sci-Fi",Adventure,Mystery,Sci-Fi,https://www.imdb.com/title/tt1446714,7.0,566930
tt1448755,movie,Killer Elite,Killer Elite,0,2011,,116,"Action,Crime,Thriller",Action,Crime,Thriller,https://www.imdb.com/title/tt1448755,6.4,123533
tt1450321,movie,Filth,Filth,0,2013,,97,"Comedy,Crime,Drama",Comedy,Crime,Drama,https://www.imdb.com/title/tt1450321,7.1,101362
tt1453405,movie,Monsters University,Monsters University,0,2013,,104,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt1453405,7.3,320394
tt1454029,movie,The Help,The Help,0,2011,,146,Drama,Drama,,,https://www.imdb.com/title/tt1454029,8.0,426083
tt1454468,movie,Gravity,Gravity,0,2013,,91,"Drama,Sci-Fi,Thriller",Drama,Sci-Fi,Thriller,https://www.imdb.com/title/tt1454468,7.7,766233
tt1456635,movie,Goon,Goon,0,2011,,92,"Comedy,Drama,Sport",Comedy,Drama,Sport,https://www.imdb.com/title/tt1456635,6.8,83602
tt1456941,movie,"Tomorrow, When the War Began","Tomorrow, When the War Began",0,2010,,103,"Action,Adventure,Drama",Action,Adventure,Drama,https://www.imdb.com/title/tt1456941,6.2,30204
tt1457767,movie,The Conjuring,The Conjuring,0,2013,,112,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,https://www.imdb.com/title/tt1457767,7.5,440095
tt1458169,movie,Kidnap,Kidnap,0,2017,,95,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt1458169,5.9,33698
tt1458175,movie,The Next Three Days,The Next Three Days,0,2010,,133,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt1458175,7.4,181767
tt1462041,movie,Dream House,Dream House,0,2011,,84,"Drama,Mystery,Thriller",Drama,Mystery,Thriller,https://www.imdb.com/title/tt1462041,6.0,63313
tt1462059,tvSeries,Falling Skies,Falling Skies,0,2011,2015,42,"Action,Adventure,Drama",Action,Adventure,Drama,https://www.imdb.com/title/tt1462059,7.2,85171
tt1462758,movie,Buried,Buried,0,2010,,95,"Drama,Mystery,Thriller",Drama,Mystery,Thriller,https://www.imdb.com/title/tt1462758,7.0,149261
tt1462769,movie,The Odd Life of Timothy Green,The Odd Life of Timothy Green,0,2012,,105,"Comedy,Drama,Family",Comedy,Drama,Family,https://www.imdb.com/title/tt1462769,6.6,44848
tt1462900,movie,The Grandmaster,Yi dai zong shi,0,2013,,130,"Action,Biography,Drama",Action,Biography,Drama,https://www.imdb.com/title/tt1462900,6.6,31393
tt1464174,movie,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",0,2011,,107,"Action,Comedy,Crime",Action,Comedy,Crime,https://www.imdb.com/title/tt1464174,4.4,25372
tt1464540,movie,I Am Number Four,I Am Number Four,0,2011,,111,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt1464540,6.1,226924
tt1464580,movie,Stake Land,Stake Land,0,2010,,98,"Drama,Horror,Sci-Fi",Drama,Horror,Sci-Fi,https://www.imdb.com/title/tt1464580,6.5,40519
tt1464763,movie,Mute,Mute,0,2018,,126,"Mystery,Sci-Fi,Thriller",Mystery,Sci-Fi,Thriller,https://www.imdb.com/title/tt1464763,5.4,30660
tt1465487,movie,Heartbreaker,L'arnacoeur,0,2010,,105,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt1465487,6.7,25268
tt1465522,movie,Tucker and Dale vs Evil,Tucker and Dale vs Evil,0,2010,,89,"Comedy,Horror",Comedy,Horror,,https://www.imdb.com/title/tt1465522,7.5,164865
tt1466074,tvSeries,Columbo,Columbo,0,1971,2003,100,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt1466074,8.2,27625
tt1467304,movie,The Human Centipede (First Sequence),The Human Centipede (First Sequence),0,2009,,92,Horror,Horror,,,https://www.imdb.com/title/tt1467304,4.4,72948
tt1469304,movie,Baywatch,Baywatch,0,2017,,116,"Action,Comedy,Crime",Action,Comedy,Crime,https://www.imdb.com/title/tt1469304,5.5,159740
tt1470023,movie,MacGruber,MacGruber,0,2010,,90,"Action,Comedy",Action,Comedy,,https://www.imdb.com/title/tt1470023,5.5,42285
tt1470827,movie,Monsters,Monsters,0,2010,,94,"Adventure,Drama,Romance",Adventure,Drama,Romance,https://www.imdb.com/title/tt1470827,6.4,87585
tt1473832,movie,Bridget Jones's Baby,Bridget Jones's Baby,0,2016,,123,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt1473832,6.5,68207
tt1474276,movie,Summer Wars,Samâ uôzu,0,2009,,114,"Action,Adventure,Animation",Action,Adventure,Animation,https://www.imdb.com/title/tt1474276,7.5,26073
tt1474684,tvSeries,Luther,Luther,0,2010,2019,60,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt1474684,8.5,119911
tt1475582,tvSeries,Sherlock,Sherlock,0,2010,2017,88,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt1475582,9.1,798247
tt1477076,movie,Saw: The Final Chapter,Saw 3D,0,2010,,90,"Action,Adventure,Crime",Action,Adventure,Crime,https://www.imdb.com/title/tt1477076,5.6,90144
tt1477715,movie,This Is It,This Is It,0,2009,,111,"Documentary,Drama,Music",Documentary,Drama,Music,https://www.imdb.com/title/tt1477715,7.2,38400
tt1477834,movie,Aquaman,Aquaman,0,2018,,143,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,https://www.imdb.com/title/tt1477834,6.9,367017
tt1477837,movie,Cedar Rapids,Cedar Rapids,0,2011,,87,Comedy,Comedy,,,https://www.imdb.com/title/tt1477837,6.2,35922
tt1478338,movie,Bridesmaids,Bridesmaids,0,2011,,125,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt1478338,6.8,267140
tt1478964,movie,Attack the Block,Attack the Block,0,2011,,88,"Action,Adventure,Comedy",Action,Adventure,Comedy,https://www.imdb.com/title/tt1478964,6.6,99432
tt1480295,movie,Killing Season,Killing Season,0,2013,,91,"Action,Drama,Thriller",Action,Drama,Thriller,https://www.imdb.com/title/tt1480295,5.4,35755
tt1480656,movie,Cosmopolis,Cosmopolis,0,2012,,109,"Crime,Drama,Fantasy",Crime,Drama,Fantasy,https://www.imdb.com/title/tt1480656,5.1,44577
tt1480684,tvSeries,The League,The League,0,2009,2015,22,"Comedy,Sport",Comedy,Sport,,https://www.imdb.com/title/tt1480684,8.2,43600
tt1481572,movie,Happythankyoumoreplease,Happythankyoumoreplease,0,2010,,100,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt1481572,6.8,29082
tt1482459,movie,The Lorax,The Lorax,0,2012,,86,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt1482459,6.4,98298
tt1483013,movie,Oblivion,Oblivion,0,2013,,124,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt1483013,7.0,484368
tt1485796,movie,The Greatest Showman,The Greatest Showman,0,2017,,105,"Biography,Drama,Musical",Biography,Drama,Musical,https://www.imdb.com/title/tt1485796,7.6,236083
tt1486185,movie,Red Riding Hood,Red Riding Hood,0,2011,,100,"Fantasy,Horror,Mystery",Fantasy,Horror,Mystery,https://www.imdb.com/title/tt1486185,5.5,107781
tt1486192,movie,The Raven,The Raven,0,2012,,110,"Crime,Mystery,Thriller",Crime,Mystery,Thriller,https://www.imdb.com/title/tt1486192,6.4,82232
tt1486217,tvSeries,Archer,Archer,0,2009,,22,"Action,Animation,Comedy",Action,Animation,Comedy,https://www.imdb.com/title/tt1486217,8.6,136735
tt1486834,movie,The F Word,The F Word,0,2013,,98,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt1486834,6.8,70531
tt1488555,movie,The Change-Up,The Change-Up,0,2011,,112,"Comedy,Fantasy",Comedy,Fantasy,,https://www.imdb.com/title/tt1488555,6.3,166587
tt1488606,movie,Triple Frontier,Triple Frontier,0,2019,,125,"Action,Adventure,Crime",Action,Adventure,Crime,https://www.imdb.com/title/tt1488606,6.4,106678
tt1489428,tvSeries,Justified,Justified,0,2010,2015,44,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt1489428,8.6,85763
tt1489887,movie,Booksmart,Booksmart,0,2019,,102,Comedy,Comedy,,,https://www.imdb.com/title/tt1489887,7.2,90987
tt1489889,movie,Central Intelligence,Central Intelligence,0,2016,,107,"Action,Comedy,Crime",Action,Comedy,Crime,https://www.imdb.com/title/tt1489889,6.3,158686
tt1490017,movie,The Lego Movie,The Lego Movie,0,2014,,100,"Action,Adventure,Animation",Action,Adventure,Animation,https://www.imdb.com/title/tt1490017,7.7,322971
tt1491044,movie,The Iceman,The Iceman,0,2012,,106,"Biography,Crime,Drama",Biography,Crime,Drama,https://www.imdb.com/title/tt1491044,6.8,70126
tt1492179,tvSeries,Strike Back,Strike Back,0,2010,2020,45,"Action,Drama,Thriller",Action,Drama,Thriller,https://www.imdb.com/title/tt1492179,8.2,29160
tt1492966,tvSeries,Louie,Louie,0,2010,2015,22,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt1492966,8.5,74215
tt1495708,tvSeries,Covert Affairs,Covert Affairs,0,2010,2014,60,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt1495708,7.3,26612
tt1496025,movie,Underworld: Awakening,Underworld: Awakening,0,2012,,88,"Action,Fantasy,Horror",Action,Fantasy,Horror,https://www.imdb.com/title/tt1496025,6.4,145535
tt1496422,movie,The Paperboy,The Paperboy,0,2012,,107,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt1496422,5.8,35788
tt1499658,movie,Horrible Bosses,Horrible Bosses,0,2011,,98,"Comedy,Crime",Comedy,Crime,,https://www.imdb.com/title/tt1499658,6.9,420614
tt1502397,movie,Bad Boys for Life,Bad Boys for Life,0,2020,,124,"Action,Comedy,Crime",Action,Comedy,Crime,https://www.imdb.com/title/tt1502397,6.6,125873
tt1502404,movie,Drive Angry,Drive Angry,0,2011,,104,"Action,Fantasy,Thriller",Action,Fantasy,Thriller,https://www.imdb.com/title/tt1502404,5.4,94224
tt1502407,movie,Halloween,Halloween,0,2018,,106,"Crime,Horror,Thriller",Crime,Horror,Thriller,https://www.imdb.com/title/tt1502407,6.5,120411
tt1502712,movie,Fantastic Four,Fantastic Four,0,2015,,100,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt1502712,4.3,151739
tt1504320,movie,The King's Speech,The King's Speech,0,2010,,118,"Biography,Drama,History",Biography,Drama,History,https://www.imdb.com/title/tt1504320,8.0,636933
tt1506999,movie,Haywire,Haywire,0,2011,,93,"Action,Drama,Thriller",Action,Drama,Thriller,https://www.imdb.com/title/tt1506999,5.8,83297
tt1509767,movie,The Three Musketeers,The Three Musketeers,0,2011,,110,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,https://www.imdb.com/title/tt1509767,5.7,103112
tt1512235,movie,Super,Super,0,2010,,96,"Action,Comedy,Drama",Action,Comedy,Drama,https://www.imdb.com/title/tt1512235,6.7,74770
tt1512685,movie,Los ojos de Julia,Los ojos de Julia,0,2010,,118,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,https://www.imdb.com/title/tt1512685,6.7,32603
tt1515091,movie,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,0,2011,,129,"Action,Adventure,Mystery",Action,Adventure,Mystery,https://www.imdb.com/title/tt1515091,7.5,419310
tt1517260,movie,The Host,The Host,0,2013,,125,"Action,Adventure,Drama",Action,Adventure,Drama,https://www.imdb.com/title/tt1517260,5.9,110567
tt1517451,movie,A Star Is Born,A Star Is Born,0,2018,,136,"Drama,Music,Romance",Drama,Music,Romance,https://www.imdb.com/title/tt1517451,7.6,331097
tt1519931,tvSeries,Haven,Haven,0,2010,2015,60,"Crime,Drama,Fantasy",Crime,Drama,Fantasy,https://www.imdb.com/title/tt1519931,7.5,35155
tt1520211,tvSeries,The Walking Dead,The Walking Dead,0,2010,,44,"Drama,Horror,Thriller",Drama,Horror,Thriller,https://www.imdb.com/title/tt1520211,8.2,845745
tt1521197,movie,Anonymous,Anonymous,0,2011,,130,"Drama,Thriller",Drama,Thriller,,https://www.imdb.com/title/tt1521197,6.9,39213
tt1524137,movie,Contraband,Contraband,0,2012,,109,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt1524137,6.5,116627
tt1524930,movie,Vacation,Vacation,0,2015,,99,"Adventure,Comedy",Adventure,Comedy,,https://www.imdb.com/title/tt1524930,6.1,98974
tt1527186,movie,Melancholia,Melancholia,0,2011,,135,"Drama,Sci-Fi",Drama,Sci-Fi,,https://www.imdb.com/title/tt1527186,7.2,167375
tt1527788,movie,The Man from Nowhere,Ajeossi,0,2010,,119,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt1527788,7.8,62433
tt1528071,movie,Horns,Horns,0,2013,,120,"Comedy,Crime,Drama",Comedy,Crime,Drama,https://www.imdb.com/title/tt1528071,6.5,77380
tt1528100,movie,Exodus: Gods and Kings,Exodus: Gods and Kings,0,2014,,150,"Action,Adventure,Drama",Action,Adventure,Drama,https://www.imdb.com/title/tt1528100,6.0,159125
tt1528854,movie,Daddy's Home,Daddy's Home,0,2015,,96,"Comedy,Family",Comedy,Family,,https://www.imdb.com/title/tt1528854,6.2,107963
tt1529572,movie,Trust,Trust,0,2010,,106,"Crime,Drama,Thriller",Crime,Drama,Thriller,https://www.imdb.com/title/tt1529572,6.9,41137
tt1530509,movie,The Human Centipede II (Full Sequence),The Human Centipede II (Full Sequence),0,2011,,91,"Crime,Horror",Crime,Horror,,https://www.imdb.com/title/tt1530509,3.8,35636
tt1531663,movie,Everything Must Go,Everything Must Go,0,2010,,97,Drama,Drama,,,https://www.imdb.com/title/tt1531663,6.4,47754
tt1531901,movie,Byzantium,Byzantium,0,2012,,118,"Drama,Fantasy,Horror",Drama,Fantasy,Horror,https://www.imdb.com/title/tt1531901,6.5,41116
tt1532503,movie,Beginners,Beginners,0,2010,,105,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt1532503,7.2,87504
tt1534360,tvSeries,Ezel,Ezel,0,2009,2011,90,"Crime,Drama,Thriller",Crime,Drama,Thriller,https://www.imdb.com/title/tt1534360,8.6,26542
tt1535108,movie,Elysium,Elysium,0,2013,,109,"Action,Drama,Sci-Fi",Action,Drama,Sci-Fi,https://www.imdb.com/title/tt1535108,6.6,418052
tt1535109,movie,Captain Phillips,Captain Phillips,0,2013,,134,"Adventure,Biography,Crime",Adventure,Biography,Crime,https://www.imdb.com/title/tt1535109,7.8,418795
tt1535438,movie,Hope Springs,Hope Springs,0,2012,,100,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt1535438,6.3,40636
tt1535616,movie,The Divide,The Divide,0,2011,,112,"Drama,Horror,Sci-Fi",Drama,Horror,Sci-Fi,https://www.imdb.com/title/tt1535616,5.8,35314
